ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
7014,SS,NA,NA,NA,5,66,Benefits but coping,0.000566857,NA,-0.44902073,NA,NA
7015,SS,NA,NA,NA,4,55,Employed not mat dep,-0.170956559,-0.956666711,-0.252205827,NA,NA
7016,SS,NA,NA,NA,4,55,Most dep,-0.770092444,-1.105693008,0.063279726,NA,NA
7017,SS,NA,NA,NA,5,62,Employed no access to money,-1.223945483,-1.380213984,-0.553994926,NA,NA
7018,SS,NA,NA,NA,5,63,Benefits but coping,-0.453238016,-1.409966538,-0.03188549,NA,NA
7019,SS,NA,NA,NA,4,59,Most dep,-0.176039936,-0.800898012,-0.122985062,NA,NA
7020,SS,NA,NA,NA,4,52,Least dep and most educated,0.218982807,-1.314677349,0.09475197,NA,NA
7021,SS,NA,NA,NA,4,51,Employed not mat dep,-0.888306724,-1.029703294,0.028166506,NA,NA
7022,SS,NA,NA,NA,4,58,Employed no access to money,-0.424576735,-2.394130448,-0.11624024,NA,NA
7023,SS,NA,NA,NA,4,58,Least dep and most educated,-0.386469273,-0.869895864,0.126953185,NA,NA
7024,SS,NA,NA,NA,4,59,Most dep,0.162340205,-0.438800957,0.157863451,NA,NA
7025,SS,NA,NA,NA,5,64,Employed not mat dep,0.13858041,-0.23964062,0.260016099,NA,NA
7026,SS,NA,NA,NA,4,56,Employed not mat dep,-0.635259,-2.730067823,-0.473765158,NA,NA
7027,SS,NA,NA,NA,5,70,Benefits but coping,-1.822666061,NA,-0.308543757,NA,NA
7028,SS,NA,NA,NA,5,69,Most dep,-0.59798257,-0.195900334,0.190214762,NA,NA
7029,SS,NA,NA,NA,4,59,Benefits but coping,0.024801849,-1.048415343,0.169487161,NA,NA
7030,SS,NA,NA,NA,5,67,Benefits but coping,-1.474563557,NA,0.054936043,NA,NA
7031,SS,NA,NA,NA,4,51,Benefits but coping,-2.476232073,-1.393854668,-1.058697227,NA,NA
7032,SS,NA,NA,NA,4,58,Benefits but coping,-1.907271132,-0.540859078,0.253978742,NA,NA
7033,SS,NA,NA,NA,5,61,Benefits but coping,0.325112673,-1.621565672,0.077975461,NA,NA
7034,SS,NA,NA,NA,4,54,Benefits but coping,-1.312635,NA,-1.584324043,NA,NA
7035,SS,NA,NA,NA,4,57,Least dep and most educated,-3.251213492,-1.374391894,-2.406820854,NA,NA
7036,SS,NA,NA,NA,5,66,Benefits but coping,0.408059433,-0.084674081,0.069151514,NA,NA
7037,SS,NA,NA,NA,4,58,Employed not mat dep,0.132279308,-0.686882821,-0.057596422,NA,NA
7038,SS,NA,NA,NA,5,60,Benefits but coping,-1.229888267,-1.731184802,-4.164268688,NA,NA
7039,SS,NA,NA,NA,5,64,Most dep,0.226127546,-0.207189207,0.051520541,NA,NA
7040,SS,NA,NA,NA,4,51,Most dep,-0.864223382,-0.745915232,-0.845451443,NA,NA
7041,SS,NA,NA,NA,4,55,Benefits but coping,0.212742608,-1.480035536,-1.366271323,NA,NA
7042,SS,NA,NA,NA,5,61,Most dep,0.009196714,-1.264191803,-0.288190466,NA,NA
7043,SS,NA,NA,NA,4,58,Benefits but coping,-0.875954221,NA,-4.047621969,NA,NA
7044,SS,NA,NA,NA,4,57,Benefits but coping,-0.808713612,-0.717334746,-0.440388919,NA,NA
7045,SS,NA,NA,NA,4,55,Most dep,-2.09437716,-1.436472297,-0.713785776,NA,NA
7046,SS,NA,NA,NA,4,57,Employed not mat dep,-0.597294486,0.045504334,0.178960153,NA,NA
7047,SS,NA,NA,NA,4,58,Benefits but coping,-1.557918597,NA,-0.774405007,NA,NA
7048,SS,NA,NA,NA,4,59,Employed not mat dep,-0.316155387,-0.406844479,-0.070150411,NA,NA
7049,SS,NA,NA,NA,4,56,Least dep and most educated,-0.553350175,-0.294806867,-0.033023289,NA,NA
7050,SS,NA,NA,NA,5,63,Least dep and most educated,0.051426724,-0.187132196,0.102311123,NA,NA
7051,SS,NA,NA,NA,5,60,Benefits but coping,-1.515996833,NA,0.209421592,NA,NA
7052,SS,NA,NA,NA,4,54,Employed not mat dep,-0.134141168,-0.361710072,0.258788842,NA,NA
7053,SS,NA,NA,NA,4,57,Least dep and most educated,-1.131019247,NA,0.217992133,NA,NA
7054,SS,NA,NA,NA,5,62,Least dep and most educated,-0.267781077,-0.12710418,-0.345959889,NA,NA
7055,SS,NA,NA,NA,5,60,Most dep,-0.399327401,-0.219811107,-0.330621446,NA,NA
7056,SS,NA,NA,NA,4,53,Most dep,-1.141713767,-2.574546458,0.101611376,NA,NA
7057,SS,NA,NA,NA,4,57,Benefits but coping,-1.0102539,NA,-0.322321966,NA,NA
7058,SS,NA,NA,NA,4,52,Employed not mat dep,-1.094228983,-1.133967848,0.187710722,NA,NA
7059,SS,NA,NA,NA,5,60,Most dep,-0.852244626,-0.424432983,0.088930394,NA,NA
7060,SS,NA,NA,NA,4,54,Most dep,0.015778834,NA,0.171967288,NA,NA
7061,SS,NA,NA,NA,5,65,Employed not mat dep,0.4764265,-0.466244323,0.255031823,NA,NA
7062,SS,NA,NA,NA,4,58,Employed not mat dep,-0.462454539,-0.895392639,0.21874008,NA,NA
7063,SS,NA,NA,NA,4,55,Benefits but coping,-0.523828186,-0.902377758,-0.286997618,NA,NA
7064,SS,NA,NA,NA,4,49,Benefits but coping,-2.822378219,-4.267788677,-0.06335689,NA,NA
7065,SS,NA,NA,NA,4,53,Benefits but coping,0.040775448,NA,-0.558162957,NA,NA
7066,SS,NA,NA,NA,4,59,Least dep and most educated,-0.89921543,NA,-0.821314864,NA,NA
7067,SS,NA,NA,NA,4,58,Employed not mat dep,0.005487453,NA,-0.175273335,NA,NA
7068,SS,NA,NA,NA,4,57,Benefits but coping,-0.715375639,-0.804227367,-2.193759841,NA,NA
7069,SS,NA,NA,NA,5,69,Benefits but coping,0.306526274,-1.058545264,0.132472816,NA,NA
7070,SS,NA,NA,NA,5,67,Least dep and most educated,-0.913666644,-1.297548906,-0.924998913,NA,NA
7071,SS,NA,NA,NA,5,68,Most dep,-0.232872016,-0.602026688,0.035964318,NA,NA
7072,SS,NA,NA,NA,5,63,Least dep and most educated,-0.193552727,0.038795352,0.167167321,NA,NA
7073,SS,NA,NA,NA,5,61,Benefits but coping,-0.126610023,-0.657453048,-0.304345412,NA,NA
7074,SS,NA,NA,NA,5,65,Benefits but coping,-0.612120648,-1.454086647,-0.362730115,NA,NA
7075,SS,NA,NA,NA,4,57,Least dep and most educated,-0.558096034,NA,0.005763458,NA,NA
7076,SS,NA,NA,NA,4,53,Benefits but coping,-3.492413728,-1.008891667,-1.397104985,NA,NA
7077,SS,NA,NA,NA,4,55,Benefits but coping,-0.761888539,NA,-0.523845166,NA,NA
7078,SS,NA,NA,NA,5,63,Most dep,-0.489939811,-1.255025685,-0.736799372,NA,NA
7079,SS,NA,NA,NA,5,60,Benefits but coping,0.335364131,-0.791200369,0.053855927,NA,NA
7080,SS,NA,NA,NA,5,63,Benefits but coping,-0.182096666,-0.961873012,0.094869344,NA,NA
7081,SS,NA,NA,NA,4,58,Benefits but coping,-0.766550818,NA,0.16356889,NA,NA
7082,SS,NA,NA,NA,5,64,Employed not mat dep,-0.333650353,NA,0.263916784,NA,NA
7083,SS,NA,NA,NA,5,67,Benefits but coping,-0.127845738,-1.381311638,-0.014935329,NA,NA
7084,SS,NA,NA,NA,5,62,Most dep,-0.14570556,-0.093474143,-2.049535489,NA,NA
7085,SS,NA,NA,NA,5,61,Benefits but coping,-0.161798785,-0.453723049,0.1073276,NA,NA
7086,SS,NA,NA,NA,5,67,Least dep and most educated,0.55779267,-0.096021045,0.298793689,NA,NA
7087,SS,NA,NA,NA,4,57,Employed not mat dep,-1.975548539,-1.633475947,-0.29446043,NA,NA
7088,SS,NA,NA,NA,5,60,Least dep and most educated,0.186432904,-0.778086919,0.131935329,NA,NA
7089,SS,NA,NA,NA,4,59,Employed not mat dep,0.368073613,-1.489915049,0.12178509,NA,NA
7090,SS,NA,NA,NA,4,53,Most dep,0.071887283,-0.336184401,0.067354601,NA,NA
7091,SS,NA,NA,NA,5,65,Most dep,-0.7082332,-0.358012617,-2.300007791,NA,NA
7092,SS,NA,NA,NA,4,59,Benefits but coping,-0.31175578,NA,0.374872194,NA,NA
7093,SS,NA,NA,NA,5,65,Benefits but coping,-0.229644814,0.238973756,0.158650718,NA,NA
7094,SS,NA,NA,NA,5,62,Least dep and most educated,-1.160489562,-0.84896012,-0.002903305,NA,NA
7095,SS,NA,NA,NA,4,54,Benefits but coping,-3.865201493,-1.288580032,-5.487335258,NA,NA
7096,SS,NA,NA,NA,4,55,Employed not mat dep,-1.810373286,-1.468154414,-0.200487706,NA,NA
7097,SS,NA,NA,NA,5,61,Benefits but coping,-1.488347633,-0.545648399,-0.035998682,NA,NA
7098,SS,NA,NA,NA,4,56,Employed not mat dep,-0.164351391,-0.637202428,0.160087597,NA,NA
7099,SS,NA,NA,NA,4,56,Most dep,0.352619417,0.168307904,-0.089153867,NA,NA
7100,SS,NA,NA,NA,4,55,Least dep and most educated,-0.788035171,-2.096152628,0.183150693,NA,NA
7101,SS,NA,NA,NA,4,52,Most dep,-0.789692727,NA,-0.014444856,NA,NA
7102,SS,NA,NA,NA,4,58,Benefits but coping,-1.163988078,-1.086817183,-0.500807422,NA,NA
7103,SS,NA,NA,NA,5,65,Benefits but coping,-1.394050927,-0.742850691,-0.256149655,NA,NA
7104,SS,NA,NA,NA,5,60,Least dep and most educated,-0.389622247,-1.01354399,-0.361487315,NA,NA
7105,SS,NA,NA,NA,5,62,Benefits but coping,0.283780507,-0.001436734,0.229200963,NA,NA
7106,SS,NA,NA,NA,4,53,Benefits but coping,-0.204802384,-0.178069825,-0.145363534,NA,NA
7107,SS,NA,NA,NA,5,60,Most dep,-0.90116079,-0.834372913,0.301359273,NA,NA
7108,SS,NA,NA,NA,5,65,Least dep and most educated,-0.506343305,NA,-0.122530536,NA,NA
7109,SS,NA,NA,NA,4,55,Least dep and most educated,-1.102668079,-0.710643549,-0.174177294,NA,NA
7110,SS,NA,NA,NA,4,58,Benefits but coping,-1.085385381,NA,0.080908969,NA,NA
7111,SS,NA,NA,NA,5,62,Least dep and most educated,0.323526803,-0.317712679,0.059109114,NA,NA
7112,SS,NA,NA,NA,5,69,Least dep and most educated,-0.555697961,-1.520915284,-0.397081785,NA,NA
7113,SS,NA,NA,NA,4,56,Least dep and most educated,-1.970766013,-1.040490801,-0.871086749,NA,NA
7114,SS,NA,NA,NA,4,56,Benefits but coping,-0.489834441,-0.749606104,0.087188084,NA,NA
7115,SS,NA,NA,NA,4,58,Least dep and most educated,-0.064117989,NA,-0.044822586,NA,NA
7116,SS,NA,NA,NA,5,62,Benefits but coping,-1.603929762,-0.663660969,-0.439527175,NA,NA
7117,SS,NA,NA,NA,4,58,Benefits but coping,NA,NA,NA,NA,NA
7118,SS,NA,NA,NA,5,60,Least dep and most educated,-1.061443425,-1.363016714,-0.122374964,NA,NA
7119,SS,NA,NA,NA,5,68,Benefits but coping,0.338455923,-0.376626716,0.050945147,NA,NA
7120,SS,NA,NA,NA,4,59,Most dep,-1.700686353,-0.819644445,-0.188663097,NA,NA
7121,SS,NA,NA,NA,5,62,Employed not mat dep,-0.223468715,-1.515541767,0.25883039,NA,NA
7122,SS,NA,NA,NA,5,68,Employed no access to money,-0.508890298,-0.3313742,-0.118550329,NA,NA
7123,SS,NA,NA,NA,4,52,Benefits but coping,-1.9432997,NA,-0.729150792,NA,NA
7124,SS,NA,NA,NA,5,66,Benefits but coping,0.2526263,0.160785813,0.057645281,NA,NA
7125,SS,NA,NA,NA,5,68,Benefits but coping,-0.091668368,-1.238200849,0.059063946,NA,NA
7126,SS,NA,NA,NA,4,55,Benefits but coping,-1.600813748,NA,-0.176534936,NA,NA
7127,SS,NA,NA,NA,5,65,Least dep and most educated,0.048259762,0.377677345,0.149944593,NA,NA
7128,SS,NA,NA,NA,4,58,Employed not mat dep,0.384159987,-0.339091406,0.117025262,NA,NA
7129,SS,NA,NA,NA,5,60,Employed not mat dep,-0.496872238,0.250009903,0.04615012,NA,NA
7130,SS,NA,NA,NA,5,60,Employed not mat dep,0.184131945,-0.326774149,0.195182513,NA,NA
7131,SS,NA,NA,NA,4,57,Benefits but coping,0.206706769,-1.283715748,-0.671293913,NA,NA
7132,SS,NA,NA,NA,4,55,Benefits but coping,-1.376319615,-2.714726586,-0.156856423,NA,NA
7133,SS,NA,NA,NA,4,55,Benefits but coping,-0.715841958,NA,-1.138388507,NA,NA
7134,SS,NA,NA,NA,5,65,Benefits but coping,-1.429449809,-1.197403214,-0.100903028,NA,NA
7135,SS,NA,NA,NA,5,64,Benefits but coping,0.017706448,-0.196441326,0.094907068,NA,NA
7136,SS,NA,NA,NA,4,54,Employed not mat dep,-0.754256366,NA,-0.573006991,NA,NA
7137,SS,NA,NA,NA,5,63,Least dep and most educated,-0.085230128,-0.315951958,-0.472687982,NA,NA
7138,SS,NA,NA,NA,4,53,Benefits but coping,-0.864027466,-1.680033635,-1.296169535,NA,NA
7139,SS,NA,NA,NA,4,58,Employed not mat dep,-0.480727328,-0.243476499,0.000783333,NA,NA
7140,SS,NA,NA,NA,5,64,Employed not mat dep,0.191700293,-0.991805611,0.262266731,NA,NA
7141,SS,NA,NA,NA,4,54,Employed no access to money,-0.815690029,-2.383793463,-1.140300257,NA,NA
7142,SS,NA,NA,NA,4,54,Least dep and most educated,-0.609218789,-0.922394466,0.215021277,NA,NA
7143,SS,NA,NA,NA,4,54,Most dep,-1.884726912,-2.666971869,-0.905241535,NA,NA
7144,SS,NA,NA,NA,5,61,Most dep,-0.195797411,-0.264266853,0.048993316,NA,NA
7145,SS,NA,NA,NA,5,67,Employed no access to money,-0.891876337,NA,0.240899049,NA,NA
7146,SS,NA,NA,NA,4,56,Benefits but coping,-0.424245533,-0.297904333,0.113130354,NA,NA
7147,SS,NA,NA,NA,5,69,Least dep and most educated,0.460357193,0.268231615,-0.071513139,NA,NA
7148,SS,NA,NA,NA,4,58,Most dep,-0.541648824,-0.112283378,-0.002033876,NA,NA
7149,SS,NA,NA,NA,4,58,Most dep,-0.324448293,NA,-0.062599694,NA,NA
7150,SS,NA,NA,NA,5,63,Benefits but coping,-2.524607274,NA,-0.21651294,NA,NA
7151,SS,NA,NA,NA,5,60,Benefits but coping,-0.976367687,-2.522971303,-0.162834286,NA,NA
7152,SS,NA,NA,NA,4,52,Benefits but coping,-1.798528725,-2.415090961,-0.308870897,NA,NA
7153,SS,NA,NA,NA,4,57,Benefits but coping,-0.469609837,NA,0.12606057,NA,NA
7154,SS,NA,NA,NA,4,54,Benefits but coping,-0.782111556,-0.451381074,0.16560668,NA,NA
7155,SS,NA,NA,NA,4,55,Employed no access to money,-1.570289425,-0.058081062,0.220697566,NA,NA
7156,SS,NA,NA,NA,5,66,Employed no access to money,-0.580958122,-0.412980372,-0.010278788,NA,NA
7157,SS,NA,NA,NA,5,66,Benefits but coping,0.133544024,0.141141967,0.03839599,NA,NA
7158,SS,NA,NA,NA,5,63,Employed not mat dep,-0.303005444,-0.541808447,-0.303837517,NA,NA
7159,SS,NA,NA,NA,5,60,Most dep,-0.411478413,-0.60547595,-0.135261198,NA,NA
7160,SS,NA,NA,NA,5,66,Employed not mat dep,-0.056294344,-0.771628101,-0.051384454,NA,NA
7161,SS,NA,NA,NA,5,64,Benefits but coping,-0.383652481,-0.772356175,0.097710628,NA,NA
7162,SS,NA,NA,NA,5,60,Benefits but coping,-0.761058188,-0.767794589,-0.006336959,NA,NA
7163,SS,NA,NA,NA,4,56,Benefits but coping,-0.282897177,-1.099975964,-0.747213215,NA,NA
7164,SS,NA,NA,NA,5,64,Least dep and most educated,-0.405879895,NA,-0.082485601,NA,NA
7165,SS,NA,NA,NA,5,60,Most dep,-0.141899326,-1.101774845,-0.416173639,NA,NA
7166,SS,NA,NA,NA,4,57,Employed no access to money,-1.008704276,-0.755906612,0.073039825,NA,NA
7167,SS,NA,NA,NA,4,51,Benefits but coping,-0.710416863,-2.34723025,-0.014619006,NA,NA
7168,SS,NA,NA,NA,4,58,Employed not mat dep,-1.18286601,-0.515731881,-0.257303073,NA,NA
7169,SS,NA,NA,NA,4,55,Employed no access to money,-0.571759189,-1.54709847,-0.336939333,NA,NA
7170,SS,NA,NA,NA,4,52,Employed not mat dep,-1.635289575,NA,-0.50825901,NA,NA
7171,SS,NA,NA,NA,4,52,Employed not mat dep,-0.406670663,-0.20364355,-0.011358157,NA,NA
7172,SS,NA,NA,NA,5,61,Least dep and most educated,-0.135736439,NA,0.385836946,NA,NA
7173,SS,NA,NA,NA,4,54,Employed no access to money,0.277877314,-0.256617862,0.036484976,NA,NA
7174,SS,NA,NA,NA,5,64,Least dep and most educated,-0.383750449,NA,-0.060476523,NA,NA
7175,SS,NA,NA,NA,5,62,Employed no access to money,0.209405542,-0.753367007,-0.816866856,NA,NA
7176,SS,NA,NA,NA,5,60,Benefits but coping,0.148965551,-0.751030853,-0.308938886,NA,NA
7177,SS,NA,NA,NA,5,70,Benefits but coping,-0.042671307,-0.687210421,-0.984401794,NA,NA
7178,SS,NA,NA,NA,5,64,Least dep and most educated,-0.570628769,-1.196042817,0.14890345,NA,NA
7179,SS,NA,NA,NA,4,59,Employed not mat dep,-0.546286334,-0.162584168,0.204460634,NA,NA
7180,SS,NA,NA,NA,4,58,Benefits but coping,0.184701886,-1.303018018,-0.030033746,NA,NA
7181,SS,NA,NA,NA,5,65,Most dep,-1.437895478,-0.954293136,0.015599468,NA,NA
7182,SS,NA,NA,NA,5,65,Most dep,-0.144909,0.234305827,0.367965114,NA,NA
7183,SS,NA,NA,NA,4,55,Benefits but coping,-0.097210558,-0.921352521,-0.144583095,NA,NA
7184,SS,NA,NA,NA,4,54,Employed not mat dep,-0.635432393,-1.197795678,-1.026398292,NA,NA
7185,SS,NA,NA,NA,4,54,Benefits but coping,-2.448524665,NA,-0.360196845,NA,NA
7186,SS,NA,NA,NA,5,61,Least dep and most educated,-0.727393272,-0.305198729,-0.550744589,NA,NA
7187,SS,NA,NA,NA,4,58,Employed not mat dep,-0.924562756,NA,-0.085778426,NA,NA
7188,SS,NA,NA,NA,4,50,Employed no access to money,-2.934647008,-2.67771644,-0.711951075,NA,NA
7189,SS,NA,NA,NA,5,61,Benefits but coping,-1.580288601,-3.439808939,-0.483858581,NA,NA
7190,SS,NA,NA,NA,5,67,Benefits but coping,-1.693093016,-1.223588998,-0.399278052,NA,NA
7191,SS,NA,NA,NA,4,54,Benefits but coping,0.008980187,-1.255945749,-1.299581337,NA,NA
7192,SS,NA,NA,NA,4,56,Least dep and most educated,-0.169598806,-2.424106028,0.163637241,NA,NA
7193,SS,NA,NA,NA,5,60,Benefits but coping,-1.113789405,-1.944889826,-0.496487437,NA,NA
7194,SS,NA,NA,NA,4,58,Least dep and most educated,-0.127721523,NA,-0.390193548,NA,NA
7195,SS,NA,NA,NA,5,67,Least dep and most educated,-0.090181159,-0.855256333,0.03784977,NA,NA
7196,SS,NA,NA,NA,5,66,Employed not mat dep,0.148944631,-0.902205093,0.077940704,NA,NA
7197,SS,NA,NA,NA,5,68,Least dep and most educated,-0.491069746,NA,-0.114687664,NA,NA
7198,SS,NA,NA,NA,5,64,Employed not mat dep,-0.086165991,-0.465382945,0.10081827,NA,NA
7199,SS,NA,NA,NA,4,56,Benefits but coping,-0.734617058,-2.277728851,0.034298972,NA,NA
7200,SS,NA,NA,NA,5,66,Employed no access to money,-0.762892864,-1.208012417,-0.147451083,NA,NA
7201,SS,NA,NA,NA,5,67,Employed not mat dep,0.48930988,-0.177238719,0.218655293,NA,NA
7202,SS,NA,NA,NA,5,65,Benefits but coping,0.48829426,-0.087422204,0.088319887,NA,NA
7203,SS,NA,NA,NA,4,57,Most dep,-1.372598526,-0.409972802,0.168779538,NA,NA
7204,SS,NA,NA,NA,5,62,Most dep,-0.035575078,-0.401175926,0.124705832,NA,NA
7205,SS,NA,NA,NA,4,55,Employed not mat dep,-0.666171364,-1.075403571,-0.726368727,NA,NA
7206,SS,NA,NA,NA,4,54,Benefits but coping,-0.020058595,-1.792499738,-0.886693249,NA,NA
7207,SS,NA,NA,NA,4,57,Benefits but coping,-0.914300511,-0.594357281,-0.038954955,NA,NA
7208,SS,NA,NA,NA,4,57,Benefits but coping,-0.395803678,NA,-1.270650624,NA,NA
7209,SS,NA,NA,NA,4,59,Benefits but coping,-0.675926541,-1.581781019,-0.038559108,NA,NA
7210,SS,NA,NA,NA,4,53,Employed no access to money,-0.541188474,-0.326900702,-3.929579246,NA,NA
7211,SS,NA,NA,NA,4,54,Employed not mat dep,-0.330834362,-1.588955751,-0.001250027,NA,NA
7212,SS,NA,NA,NA,4,57,Benefits but coping,-2.07635631,-1.550269955,-1.133565122,NA,NA
7213,SS,NA,NA,NA,5,65,Least dep and most educated,0.37309527,-0.675659936,0.004017892,NA,NA
7214,SS,NA,NA,NA,4,50,Benefits but coping,-0.869174302,-1.259834611,-1.229756011,NA,NA
7215,SS,NA,NA,NA,5,64,Least dep and most educated,0.330765648,-1.500809703,-0.411230712,NA,NA
7216,SS,NA,NA,NA,4,58,Benefits but coping,-0.667861381,NA,-0.297493877,NA,NA
7217,SS,NA,NA,NA,5,66,Least dep and most educated,0.134778143,0.077790379,0.089439045,NA,NA
7218,SS,NA,NA,NA,4,55,Most dep,-1.084930287,-1.273680626,-0.171919888,NA,NA
7219,SS,NA,NA,NA,4,55,Least dep and most educated,-0.236107892,NA,0.029635676,NA,NA
7220,SS,NA,NA,NA,4,58,Benefits but coping,-2.156667347,-0.232181664,-1.085927548,NA,NA
7221,SS,NA,NA,NA,5,62,Employed not mat dep,-0.479434155,-0.697329899,-0.290440421,NA,NA
7222,SS,NA,NA,NA,5,60,Most dep,-1.002884613,NA,-0.124057542,NA,NA
7223,SS,NA,NA,NA,4,52,Employed not mat dep,-0.634948777,-1.168312745,0.151035458,NA,NA
7224,SS,NA,NA,NA,4,56,Most dep,-0.636935382,-1.600780577,-0.188691752,NA,NA
7225,SS,NA,NA,NA,5,66,Employed no access to money,-0.715808426,-1.429578315,0.129192541,NA,NA
7226,SS,NA,NA,NA,4,56,Benefits but coping,-2.81002182,NA,-0.237175828,NA,NA
7227,SS,NA,NA,NA,4,59,Most dep,0.212642912,0.008972742,-0.06851968,NA,NA
7228,SS,NA,NA,NA,4,55,Employed no access to money,-0.536427083,-0.908486878,0.130074448,NA,NA
7229,SS,NA,NA,NA,5,62,Employed no access to money,0.324040068,-0.972379649,-0.630553894,NA,NA
7230,SS,NA,NA,NA,5,63,Least dep and most educated,-0.33937428,-1.720411679,0.105065766,NA,NA
7231,SS,NA,NA,NA,5,64,Least dep and most educated,-0.198692171,NA,0.271261602,NA,NA
7232,SS,NA,NA,NA,4,57,Employed not mat dep,-0.760400704,-0.216682906,-0.802130983,NA,NA
7233,SS,NA,NA,NA,4,55,Least dep and most educated,-0.070659757,-0.62097431,0.096341017,NA,NA
7234,SS,NA,NA,NA,5,61,Least dep and most educated,-1.582668533,-1.717582477,0.057721208,NA,NA
7235,SS,NA,NA,NA,4,57,Benefits but coping,-0.310833922,NA,-1.851628079,NA,NA
7236,SS,NA,NA,NA,5,64,Benefits but coping,-0.12669729,-0.279957839,-1.10794454,NA,NA
7237,SS,NA,NA,NA,4,58,Most dep,0.038475547,-1.835163422,0.046285417,NA,NA
7238,SS,NA,NA,NA,5,62,Least dep and most educated,-0.258784694,-0.170713714,-0.52013898,NA,NA
7239,SS,NA,NA,NA,4,55,Employed no access to money,-1.696895475,NA,-0.678460235,NA,NA
7240,SS,NA,NA,NA,4,58,Employed not mat dep,-0.750840233,-0.998862155,-0.031433584,NA,NA
7241,SS,NA,NA,NA,4,59,Employed not mat dep,-1.28953153,NA,-0.93488429,NA,NA
7242,SS,NA,NA,NA,4,56,Benefits but coping,0.464430755,-0.85973267,0.108472033,NA,NA
7243,SS,NA,NA,NA,4,59,Benefits but coping,0.394176957,-0.844299213,-0.05763498,NA,NA
7244,SS,NA,NA,NA,5,62,Most dep,0.101428308,-1.019871219,0.05133917,NA,NA
7245,SS,NA,NA,NA,5,66,Most dep,-1.456662641,-0.816102721,0.173292779,NA,NA
7246,SS,NA,NA,NA,4,54,Employed not mat dep,-0.814825995,-1.087148743,0.383112119,NA,NA
7247,SS,NA,NA,NA,5,66,Benefits but coping,-0.092682866,0.043099809,-0.040206251,NA,NA
7248,SS,NA,NA,NA,4,56,Least dep and most educated,-0.348054442,-1.270492527,-0.091922599,NA,NA
7249,SS,NA,NA,NA,5,63,Employed not mat dep,-0.298091914,-1.222444191,-0.258386851,NA,NA
7250,SS,NA,NA,NA,4,57,Least dep and most educated,-0.178354815,-0.466369371,-0.142926586,NA,NA
7251,SS,NA,NA,NA,4,58,Benefits but coping,-1.648245523,NA,-0.000969268,NA,NA
7252,SS,NA,NA,NA,4,56,Employed not mat dep,-0.734828327,-2.418253875,-0.177862036,NA,NA
7253,SS,NA,NA,NA,5,68,Benefits but coping,0.239690189,-0.533375909,-0.003066177,NA,NA
7254,SS,NA,NA,NA,5,65,Most dep,0.489475266,-0.709407932,0.098969757,NA,NA
7255,SS,NA,NA,NA,5,61,Most dep,-0.169200035,-0.838910534,-0.521022866,NA,NA
7256,SS,NA,NA,NA,4,56,Employed not mat dep,-0.862646273,-0.559340679,-0.152319451,NA,NA
7257,SS,NA,NA,NA,4,54,Benefits but coping,-0.655626847,-0.746991533,-0.074221003,NA,NA
7258,SS,NA,NA,NA,5,61,Employed not mat dep,0.27354126,-0.163352664,0.017615336,NA,NA
7259,SS,NA,NA,NA,4,57,Employed not mat dep,-0.478835798,-0.193596689,0.061361862,NA,NA
7260,SS,NA,NA,NA,4,56,Employed no access to money,-1.001228802,-0.405319263,0.121022266,NA,NA
7261,SS,NA,NA,NA,4,55,Employed not mat dep,-0.376267373,-0.188058563,-0.138718442,NA,NA
7262,SS,NA,NA,NA,4,54,Least dep and most educated,-0.234004966,-5.170845376,-0.192249617,NA,NA
7263,SS,NA,NA,NA,4,54,Most dep,-0.131829334,-0.97549777,-0.106414985,NA,NA
7264,SS,NA,NA,NA,4,54,Employed no access to money,-0.182615383,NA,-0.356767444,NA,NA
7265,SS,NA,NA,NA,5,64,Least dep and most educated,-0.28925652,-0.537706283,-0.10096862,NA,NA
7266,SS,NA,NA,NA,5,62,Benefits but coping,-0.150800159,-0.511342719,-0.822267753,NA,NA
7267,SS,NA,NA,NA,4,53,Employed no access to money,-0.957425309,-0.853143192,-0.545734717,NA,NA
7268,SS,NA,NA,NA,5,61,Benefits but coping,-1.341597578,NA,-0.443917265,NA,NA
7269,SS,NA,NA,NA,5,64,Least dep and most educated,-1.174214552,-2.772570951,0.090939712,NA,NA
7270,SS,NA,NA,NA,5,68,Most dep,-0.417168342,-0.239019575,-0.169310866,NA,NA
7271,SS,NA,NA,NA,4,59,Employed not mat dep,-1.137193732,-0.108701273,0.149786732,NA,NA
7272,SS,NA,NA,NA,4,55,Least dep and most educated,-0.717822899,-0.79073339,-0.026228269,NA,NA
7273,SS,NA,NA,NA,4,59,Most dep,-0.311787112,-0.370427448,-0.52177148,NA,NA
7274,SS,NA,NA,NA,5,64,Benefits but coping,0.120604239,-0.742222632,-0.094891574,NA,NA
7275,SS,NA,NA,NA,5,66,Most dep,-1.977398054,-0.173481776,0.212869818,NA,NA
7276,SS,NA,NA,NA,4,55,Benefits but coping,-0.56876667,-3.044864598,-1.286699895,NA,NA
7277,SS,NA,NA,NA,4,56,Employed not mat dep,-0.202730822,NA,-0.246712677,NA,NA
7278,SS,NA,NA,NA,5,62,Employed no access to money,-0.342611376,-0.77657917,0.017663224,NA,NA
